image_path,prediction,ground_truth,cluster,cluster_keyword
/kaggle/input/oneshot/test_OS/real/real_48.jpg,[uncertain],real,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/real/real_11.jpg,[uncertain],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_68.jpg,[generated],real,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/real/real_28.jpg,[uncertain],real,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/real/real_19.jpg,[uncertain],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_96.jpg,[generated],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_112.jpg,[generated],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_107.jpg,[generated],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_33.jpg,[real face],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_141.jpg,[generated],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_118.jpg,[real face],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_76.jpg,[uncertain],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_114.jpg,[generated],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_5.jpg,[uncertain],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_90.jpg,[uncertain],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_132.jpg,[uncertain],real,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/real/real_23.jpg,[uncertain],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_15.jpg,[generated],real,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/real/real_40.jpg,[uncertain],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_127.jpg,[uncertain],real,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/real/real_86.jpg,[uncertain],real,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/real/real_55.jpg,[uncertain],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_121.jpg,[uncertain],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_54.jpg,[generated],real,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/real/real_126.jpg,[uncertain],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_58.jpg,[uncertain],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_146.jpg,[generated],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_145.jpg,[uncertain],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_95.jpg,[uncertain],real,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/real/real_92.jpg,[uncertain],real,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/real/real_120.jpg,[uncertain],real,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/real/real_10.jpg,[uncertain],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_91.jpg,[generated],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_93.jpg,[uncertain],real,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/real/real_50.jpg,[generated],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_103.jpg,[uncertain],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_99.jpg,[generated],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_71.jpg,[uncertain],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_131.jpg,[uncertain],real,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/real/real_104.jpg,[generated],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_117.jpg,[uncertain],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_66.jpg,[uncertain],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_12.jpg,,real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_1.jpg,[generated],real,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/real/real_32.jpg,[generated],real,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/real/real_81.jpg,[uncertain],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_9.jpg,[uncertain],real,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/real/real_83.jpg,[generated],real,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/real/real_26.jpg,[uncertain],real,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_218.jpg,[generated],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_289.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_160.jpg,[generated],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_297.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_154.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_241.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_172.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_195.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_295.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_240.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_166.jpg,[real face],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_175.jpg,[uncertain],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_170.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_286.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_188.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_169.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_229.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_201.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_150.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_242.jpg,[uncertain],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_291.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_217.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_277.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_184.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_206.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_212.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_161.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_245.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_298.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_271.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_222.jpg,[uncertain],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_164.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_167.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_250.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_249.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_230.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_194.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_221.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_192.jpg,[generated],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_158.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_260.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_266.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_181.jpg,[real face],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_193.jpg,[real face],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_261.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_202.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_281.jpg,[uncertain],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_292.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_177.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_299.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_173.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_157.jpg,[real face],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_288.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_290.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_287.jpg,[generated],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_197.jpg,[real face],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_210.jpg,[uncertain],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_183.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_253.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_257.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_205.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_274.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_231.jpg,[generated],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_204.jpg,[uncertain],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_187.jpg,[generated],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_182.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_208.jpg,[real face],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_244.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_186.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_176.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_180.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_228.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_191.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_234.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_259.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_153.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_256.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_213.jpg,[real face],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_267.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_248.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_216.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_270.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_293.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_269.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_263.jpg,[generated],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_162.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_252.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_237.jpg,[real face],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_247.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_156.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_225.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_275.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_215.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_155.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_159.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_224.jpg,[real face],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_189.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_280.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_171.jpg,[real face],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_262.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_207.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_273.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_255.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_282.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_200.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_168.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_178.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_211.jpg,[generated],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_220.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_190.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_251.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_254.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_235.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_223.jpg,[uncertain],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_246.jpg,[uncertain],fake,0,"sources, inspection, smartphone"
/kaggle/input/oneshot/test_OS/fake/fake_265.jpg,[uncertain],fake,4,"girl, identify, aligned"
/kaggle/input/oneshot/test_OS/fake/fake_196.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_219.jpg,[generated],fake,1,"carefully, crafted, depiction"
/kaggle/input/oneshot/test_OS/fake/fake_258.jpg,[uncertain],fake,2,"designed, attention, solely"
/kaggle/input/oneshot/test_OS/fake/fake_296.jpg,[uncertain],fake,3,"unique, balloons, objects"
/kaggle/input/oneshot/test_OS/fake/fake_285.jpg,[real face],fake,4,"girl, identify, aligned"
