PC1,PC2,image_path,prediction,ground_truth
13.088081,1.1551019,/kaggle/input/oneshot/test_OS/real/real_10.jpg,[generated],real
-10.281163,-29.021591,/kaggle/input/oneshot/test_OS/real/real_144.jpg,[uncertain],real
-7.2106724,-25.787836,/kaggle/input/oneshot/test_OS/real/real_42.jpg,[generated],real
19.75812,-35.974735,/kaggle/input/oneshot/test_OS/real/real_94.jpg,real face,real
-16.595514,-22.333023,/kaggle/input/oneshot/test_OS/real/real_37.jpg,[uncertain],real
-18.569956,24.965626,/kaggle/input/oneshot/test_OS/fake/fake_265.jpg,uncertain,fake
-28.570417,-5.186275,/kaggle/input/oneshot/test_OS/real/real_98.jpg,uncertain,real
-15.375443,9.631667,/kaggle/input/oneshot/test_OS/real/real_36.jpg,[generated],real
-18.653664,-25.706776,/kaggle/input/oneshot/test_OS/real/real_29.jpg,uncertain,real
-28.169586,-12.132375,/kaggle/input/oneshot/test_OS/real/real_120.jpg,real face,real
26.888803,15.361035,/kaggle/input/oneshot/test_OS/fake/fake_269.jpg,uncertain,fake
33.84066,6.7319627,/kaggle/input/oneshot/test_OS/fake/fake_163.jpg,uncertain,fake
26.481842,-19.08434,/kaggle/input/oneshot/test_OS/fake/fake_266.jpg,[generated],fake
-26.141253,-2.414121,/kaggle/input/oneshot/test_OS/fake/fake_240.jpg,uncertain,fake
31.674004,5.521394,/kaggle/input/oneshot/test_OS/fake/fake_202.jpg,uncertain,fake
-10.819241,-27.541658,/kaggle/input/oneshot/test_OS/real/real_118.jpg,[uncertain],real
27.198877,14.691309,/kaggle/input/oneshot/test_OS/fake/fake_154.jpg,real face,fake
-16.641666,8.369398,/kaggle/input/oneshot/test_OS/real/real_101.jpg,[uncertain],real
-16.034168,19.248417,/kaggle/input/oneshot/test_OS/fake/fake_231.jpg,[uncertain],fake
13.938578,-12.566636,/kaggle/input/oneshot/test_OS/fake/fake_165.jpg,uncertain,fake
31.995188,-10.804936,/kaggle/input/oneshot/test_OS/real/real_89.jpg,real face,real
-25.642645,-5.5570927,/kaggle/input/oneshot/test_OS/fake/fake_291.jpg,uncertain,fake
18.395752,19.213179,/kaggle/input/oneshot/test_OS/fake/fake_214.jpg,[uncertain],fake
-18.408337,11.664305,/kaggle/input/oneshot/test_OS/fake/fake_295.jpg,uncertain,fake
-15.717904,-25.323004,/kaggle/input/oneshot/test_OS/real/real_71.jpg,[uncertain],real
-9.841156,-19.261189,/kaggle/input/oneshot/test_OS/fake/fake_263.jpg,[uncertain],fake
-7.47209,11.238046,/kaggle/input/oneshot/test_OS/fake/fake_190.jpg,real face,fake
-4.3207526,1.1626366,/kaggle/input/oneshot/test_OS/fake/fake_158.jpg,real face,fake
-8.705803,25.553965,/kaggle/input/oneshot/test_OS/fake/fake_229.jpg,real face,fake
24.35388,5.445142,/kaggle/input/oneshot/test_OS/real/real_11.jpg,uncertain,real
-23.338919,24.733461,/kaggle/input/oneshot/test_OS/fake/fake_150.jpg,uncertain,fake
34.944057,6.480308,/kaggle/input/oneshot/test_OS/real/real_114.jpg,uncertain,real
-13.314679,-4.2457542,/kaggle/input/oneshot/test_OS/real/real_14.jpg,[uncertain],real
-8.777166,8.463727,/kaggle/input/oneshot/test_OS/fake/fake_270.jpg,uncertain,fake
-0.60481066,-15.72891,/kaggle/input/oneshot/test_OS/fake/fake_210.jpg,uncertain,fake
-21.949707,-31.080095,/kaggle/input/oneshot/test_OS/fake/fake_171.jpg,[uncertain],fake
-25.607296,-36.665802,/kaggle/input/oneshot/test_OS/real/real_126.jpg,uncertain,real
32.01207,-10.434091,/kaggle/input/oneshot/test_OS/real/real_133.jpg,uncertain,real
-10.676404,-1.4006381,/kaggle/input/oneshot/test_OS/real/real_135.jpg,[uncertain],real
-1.5704722,-13.326785,/kaggle/input/oneshot/test_OS/real/real_66.jpg,[uncertain],real
30.590992,-17.154053,/kaggle/input/oneshot/test_OS/real/real_24.jpg,[uncertain],real
27.160398,-10.051691,/kaggle/input/oneshot/test_OS/real/real_4.jpg,[generated],real
26.354465,13.013839,/kaggle/input/oneshot/test_OS/real/real_83.jpg,uncertain,real
-24.481262,-32.750774,/kaggle/input/oneshot/test_OS/real/real_79.jpg,[uncertain],real
1.8591332,10.683955,/kaggle/input/oneshot/test_OS/real/real_148.jpg,uncertain,real
-2.108965,-19.692709,/kaggle/input/oneshot/test_OS/fake/fake_281.jpg,uncertain,fake
-9.077693,-8.453277,/kaggle/input/oneshot/test_OS/fake/fake_184.jpg,[uncertain],fake
-16.964746,5.390515,/kaggle/input/oneshot/test_OS/real/real_130.jpg,real face,real
-6.6907177,15.965061,/kaggle/input/oneshot/test_OS/fake/fake_177.jpg,uncertain,fake
21.685806,-1.2188382,/kaggle/input/oneshot/test_OS/real/real_85.jpg,uncertain,real
2.2914577,18.348812,/kaggle/input/oneshot/test_OS/real/real_13.jpg,[uncertain],real
-4.643001,3.8644657,/kaggle/input/oneshot/test_OS/fake/fake_242.jpg,uncertain,fake
-7.4339952,-26.468225,/kaggle/input/oneshot/test_OS/real/real_51.jpg,[uncertain],real
31.610075,-10.100605,/kaggle/input/oneshot/test_OS/real/real_100.jpg,uncertain,real
25.437944,7.201903,/kaggle/input/oneshot/test_OS/fake/fake_176.jpg,uncertain,fake
20.071291,10.820363,/kaggle/input/oneshot/test_OS/fake/fake_161.jpg,real face,fake
33.352386,-1.0326351,/kaggle/input/oneshot/test_OS/real/real_108.jpg,real face,real
33.124405,-3.8189464,/kaggle/input/oneshot/test_OS/real/real_91.jpg,uncertain,real
27.68602,6.252766,/kaggle/input/oneshot/test_OS/fake/fake_228.jpg,uncertain,fake
-19.457886,28.634344,/kaggle/input/oneshot/test_OS/fake/fake_273.jpg,real face,fake
24.345863,4.824236,/kaggle/input/oneshot/test_OS/fake/fake_221.jpg,uncertain,fake
-15.885578,4.7336884,/kaggle/input/oneshot/test_OS/real/real_22.jpg,[uncertain],real
-11.647111,0.25540057,/kaggle/input/oneshot/test_OS/real/real_72.jpg,uncertain,real
-22.70806,9.725038,/kaggle/input/oneshot/test_OS/fake/fake_187.jpg,uncertain,fake
-15.124425,2.9965973,/kaggle/input/oneshot/test_OS/real/real_88.jpg,uncertain,real
32.08092,2.1322358,/kaggle/input/oneshot/test_OS/fake/fake_284.jpg,uncertain,fake
-3.8694406,-39.47744,/kaggle/input/oneshot/test_OS/real/real_125.jpg,[uncertain],real
-10.856012,-19.899246,/kaggle/input/oneshot/test_OS/fake/fake_178.jpg,uncertain,fake
-4.7745,-12.498922,/kaggle/input/oneshot/test_OS/real/real_70.jpg,[real face],real
-0.19116104,-5.700959,/kaggle/input/oneshot/test_OS/fake/fake_235.jpg,[generated],fake
-16.830473,17.355923,/kaggle/input/oneshot/test_OS/fake/fake_232.jpg,real face,fake
-3.2503047,-40.659245,/kaggle/input/oneshot/test_OS/real/real_27.jpg,[generated],real
-21.523966,-9.334816,/kaggle/input/oneshot/test_OS/real/real_102.jpg,uncertain,real
-22.497751,7.723932,/kaggle/input/oneshot/test_OS/fake/fake_230.jpg,uncertain,fake
-19.918884,-16.677792,/kaggle/input/oneshot/test_OS/real/real_96.jpg,[generated],real
-23.569016,5.892949,/kaggle/input/oneshot/test_OS/real/real_41.jpg,uncertain,real
20.384846,-12.558739,/kaggle/input/oneshot/test_OS/real/real_121.jpg,[generated],real
17.654528,15.622535,/kaggle/input/oneshot/test_OS/real/real_146.jpg,uncertain,real
19.83651,6.6792865,/kaggle/input/oneshot/test_OS/fake/fake_151.jpg,real face,fake
29.606739,-16.532782,/kaggle/input/oneshot/test_OS/real/real_105.jpg,uncertain,real
18.553772,-15.346219,/kaggle/input/oneshot/test_OS/real/real_12.jpg,uncertain,real
23.091454,-19.218138,/kaggle/input/oneshot/test_OS/fake/fake_222.jpg,uncertain,fake
16.994286,-25.228401,/kaggle/input/oneshot/test_OS/fake/fake_173.jpg,[uncertain],fake
-12.586182,1.3652138,/kaggle/input/oneshot/test_OS/real/real_55.jpg,uncertain,real
-5.747791,-4.704508,/kaggle/input/oneshot/test_OS/fake/fake_170.jpg,uncertain,fake
23.75326,14.370331,/kaggle/input/oneshot/test_OS/fake/fake_256.jpg,uncertain,fake
15.165522,-10.941304,/kaggle/input/oneshot/test_OS/fake/fake_209.jpg,[generated],fake
-11.558584,21.492575,/kaggle/input/oneshot/test_OS/fake/fake_201.jpg,uncertain,fake
-8.814367,-9.456555,/kaggle/input/oneshot/test_OS/fake/fake_271.jpg,[uncertain],fake
-18.236258,19.752731,/kaggle/input/oneshot/test_OS/fake/fake_250.jpg,uncertain,fake
-2.9964736,-1.5240583,/kaggle/input/oneshot/test_OS/fake/fake_226.jpg,uncertain,fake
-19.406242,-0.7173324,/kaggle/input/oneshot/test_OS/fake/fake_185.jpg,uncertain,fake
-4.359354,-17.855211,/kaggle/input/oneshot/test_OS/fake/fake_220.jpg,uncertain,fake
-18.41864,16.581186,/kaggle/input/oneshot/test_OS/fake/fake_233.jpg,uncertain,fake
-22.366713,23.801163,/kaggle/input/oneshot/test_OS/fake/fake_257.jpg,real face,fake
10.674748,15.824679,/kaggle/input/oneshot/test_OS/fake/fake_167.jpg,uncertain,fake
-6.519425,20.033428,/kaggle/input/oneshot/test_OS/fake/fake_196.jpg,real face,fake
13.431098,-9.371449,/kaggle/input/oneshot/test_OS/real/real_77.jpg,[uncertain],real
-5.98531,-14.771883,/kaggle/input/oneshot/test_OS/real/real_23.jpg,[uncertain],real
32.42405,-14.863061,/kaggle/input/oneshot/test_OS/real/real_67.jpg,uncertain,real
-18.757603,-32.322044,/kaggle/input/oneshot/test_OS/fake/fake_211.jpg,[generated],fake
-13.427255,3.7538204,/kaggle/input/oneshot/test_OS/real/real_132.jpg,uncertain,real
33.14707,-12.806835,/kaggle/input/oneshot/test_OS/real/real_43.jpg,uncertain,real
26.668217,-0.8842333,/kaggle/input/oneshot/test_OS/fake/fake_212.jpg,uncertain,fake
31.173634,-5.034176,/kaggle/input/oneshot/test_OS/real/real_112.jpg,uncertain,real
37.180756,7.4292955,/kaggle/input/oneshot/test_OS/fake/fake_249.jpg,uncertain,fake
-20.090311,8.969622,/kaggle/input/oneshot/test_OS/real/real_97.jpg,uncertain,real
-22.93929,-5.292775,/kaggle/input/oneshot/test_OS/real/real_53.jpg,[uncertain],real
-8.471479,-37.144455,/kaggle/input/oneshot/test_OS/real/real_107.jpg,[generated],real
-14.501176,-4.12445,/kaggle/input/oneshot/test_OS/fake/fake_168.jpg,uncertain,fake
16.172417,-24.009878,/kaggle/input/oneshot/test_OS/real/real_104.jpg,[uncertain],real
-31.14305,-26.076523,/kaggle/input/oneshot/test_OS/real/real_50.jpg,[generated],real
-5.461127,-22.730545,/kaggle/input/oneshot/test_OS/real/real_145.jpg,real face,real
-13.50099,15.865923,/kaggle/input/oneshot/test_OS/fake/fake_290.jpg,[uncertain],fake
-10.388836,13.836374,/kaggle/input/oneshot/test_OS/real/real_137.jpg,uncertain,real
34.71516,12.252335,/kaggle/input/oneshot/test_OS/fake/fake_213.jpg,uncertain,fake
-16.18155,14.281964,/kaggle/input/oneshot/test_OS/fake/fake_251.jpg,[uncertain],fake
10.831516,4.9400773,/kaggle/input/oneshot/test_OS/fake/fake_288.jpg,uncertain,fake
-6.3366275,11.101763,/kaggle/input/oneshot/test_OS/fake/fake_262.jpg,uncertain,fake
-34.731373,-23.6638,/kaggle/input/oneshot/test_OS/real/real_54.jpg,[generated],real
-16.686672,-17.06652,/kaggle/input/oneshot/test_OS/real/real_58.jpg,[uncertain],real
11.225882,-16.470388,/kaggle/input/oneshot/test_OS/real/real_136.jpg,uncertain,real
-20.463247,-35.77323,/kaggle/input/oneshot/test_OS/fake/fake_216.jpg,[uncertain],fake
38.857105,10.911795,/kaggle/input/oneshot/test_OS/real/real_56.jpg,uncertain,real
14.708628,15.030423,/kaggle/input/oneshot/test_OS/real/real_16.jpg,uncertain,real
-25.11569,14.9272585,/kaggle/input/oneshot/test_OS/real/real_93.jpg,real face,real
-17.571793,4.665977,/kaggle/input/oneshot/test_OS/fake/fake_198.jpg,real face,fake
-4.0057855,8.1468115,/kaggle/input/oneshot/test_OS/fake/fake_153.jpg,[uncertain],fake
-16.237608,26.143522,/kaggle/input/oneshot/test_OS/fake/fake_155.jpg,real face,fake
-20.655209,20.838293,/kaggle/input/oneshot/test_OS/fake/fake_276.jpg,uncertain,fake
27.695429,21.65796,/kaggle/input/oneshot/test_OS/fake/fake_206.jpg,uncertain,fake
-1.9195071,-2.333877,/kaggle/input/oneshot/test_OS/real/real_131.jpg,[generated],real
-30.381012,-24.04016,/kaggle/input/oneshot/test_OS/fake/fake_238.jpg,[generated],fake
-16.496311,10.957131,/kaggle/input/oneshot/test_OS/real/real_0.jpg,real face,real
33.563477,-0.9044797,/kaggle/input/oneshot/test_OS/fake/fake_205.jpg,uncertain,fake
-28.818949,-13.952563,/kaggle/input/oneshot/test_OS/fake/fake_274.jpg,[uncertain],fake
-8.540691,-2.8620937,/kaggle/input/oneshot/test_OS/real/real_7.jpg,uncertain,real
-0.9995293,-22.816956,/kaggle/input/oneshot/test_OS/real/real_129.jpg,[uncertain],real
-17.563242,-8.565974,/kaggle/input/oneshot/test_OS/fake/fake_183.jpg,real face,fake
27.618994,21.518295,/kaggle/input/oneshot/test_OS/fake/fake_277.jpg,uncertain,fake
-7.7321,2.1709669,/kaggle/input/oneshot/test_OS/real/real_149.jpg,uncertain,real
-5.8740377,-13.679091,/kaggle/input/oneshot/test_OS/real/real_122.jpg,[uncertain],real
-15.439683,19.843884,/kaggle/input/oneshot/test_OS/fake/fake_253.jpg,real face,fake
-7.814064,9.795445,/kaggle/input/oneshot/test_OS/fake/fake_227.jpg,[uncertain],fake
-9.636025,9.103608,/kaggle/input/oneshot/test_OS/fake/fake_234.jpg,real face,fake
26.844122,1.3050041,/kaggle/input/oneshot/test_OS/real/real_87.jpg,[uncertain],real
-16.851603,-14.634594,/kaggle/input/oneshot/test_OS/real/real_34.jpg,uncertain,real
-16.541506,14.640383,/kaggle/input/oneshot/test_OS/fake/fake_286.jpg,uncertain,fake
-0.60064656,-28.514523,/kaggle/input/oneshot/test_OS/real/real_57.jpg,[uncertain],real
-20.99629,-21.552954,/kaggle/input/oneshot/test_OS/real/real_32.jpg,uncertain,real
21.403736,8.973813,/kaggle/input/oneshot/test_OS/real/real_141.jpg,real face,real
-24.322166,-9.973404,/kaggle/input/oneshot/test_OS/fake/fake_294.jpg,[generated],fake
-18.030514,1.2034001,/kaggle/input/oneshot/test_OS/real/real_117.jpg,uncertain,real
-1.5816671,31.65629,/kaggle/input/oneshot/test_OS/fake/fake_181.jpg,uncertain,fake
34.186493,-14.744727,/kaggle/input/oneshot/test_OS/real/real_84.jpg,[uncertain],real
18.911507,-37.626305,/kaggle/input/oneshot/test_OS/real/real_59.jpg,real face,real
-10.932646,25.961447,/kaggle/input/oneshot/test_OS/real/real_123.jpg,uncertain,real
-10.291117,-7.623541,/kaggle/input/oneshot/test_OS/fake/fake_224.jpg,[uncertain],fake
24.002981,-1.2042165,/kaggle/input/oneshot/test_OS/real/real_115.jpg,uncertain,real
-7.1435103,15.187189,/kaggle/input/oneshot/test_OS/real/real_142.jpg,[uncertain],real
26.194437,14.922622,/kaggle/input/oneshot/test_OS/fake/fake_255.jpg,uncertain,fake
37.835144,3.0958538,/kaggle/input/oneshot/test_OS/real/real_110.jpg,uncertain,real
-10.672221,-4.822067,/kaggle/input/oneshot/test_OS/real/real_139.jpg,uncertain,real
16.046576,9.872127,/kaggle/input/oneshot/test_OS/fake/fake_248.jpg,uncertain,fake
-20.326183,-5.909971,/kaggle/input/oneshot/test_OS/fake/fake_279.jpg,uncertain,fake
-9.983458,19.908976,/kaggle/input/oneshot/test_OS/fake/fake_197.jpg,[generated],fake
-6.056079,2.9227285,/kaggle/input/oneshot/test_OS/fake/fake_283.jpg,[uncertain],fake
40.4485,9.622755,/kaggle/input/oneshot/test_OS/fake/fake_223.jpg,uncertain,fake
-26.313425,-22.358688,/kaggle/input/oneshot/test_OS/fake/fake_258.jpg,[uncertain],fake
-27.219397,19.006111,/kaggle/input/oneshot/test_OS/real/real_40.jpg,uncertain,real
34.61359,-4.298527,/kaggle/input/oneshot/test_OS/real/real_6.jpg,[uncertain],real
-7.2553654,14.046359,/kaggle/input/oneshot/test_OS/fake/fake_287.jpg,uncertain,fake
-24.50421,3.5393958,/kaggle/input/oneshot/test_OS/real/real_138.jpg,uncertain,real
-17.91943,-16.693735,/kaggle/input/oneshot/test_OS/real/real_86.jpg,real face,real
22.014425,-10.230753,/kaggle/input/oneshot/test_OS/fake/fake_292.jpg,uncertain,fake
-4.932311,15.195663,/kaggle/input/oneshot/test_OS/real/real_73.jpg,uncertain,real
-6.6207027,29.900936,/kaggle/input/oneshot/test_OS/fake/fake_267.jpg,uncertain,fake
-4.5749817,21.56226,/kaggle/input/oneshot/test_OS/fake/fake_245.jpg,uncertain,fake
24.928337,-1.4094685,/kaggle/input/oneshot/test_OS/fake/fake_157.jpg,uncertain,fake
-4.8546453,-6.37517,/kaggle/input/oneshot/test_OS/fake/fake_193.jpg,[uncertain],fake
-15.422787,-16.811506,/kaggle/input/oneshot/test_OS/real/real_147.jpg,uncertain,real
-14.162767,16.716558,/kaggle/input/oneshot/test_OS/fake/fake_298.jpg,uncertain,fake
-8.069429,21.260983,/kaggle/input/oneshot/test_OS/fake/fake_192.jpg,uncertain,fake
-16.201618,-5.7458806,/kaggle/input/oneshot/test_OS/real/real_5.jpg,uncertain,real
23.691202,-18.624033,/kaggle/input/oneshot/test_OS/fake/fake_252.jpg,uncertain,fake
-18.80987,11.494762,/kaggle/input/oneshot/test_OS/real/real_127.jpg,uncertain,real
-5.1719785,-18.7798,/kaggle/input/oneshot/test_OS/real/real_52.jpg,uncertain,real
-10.032105,7.4577484,/kaggle/input/oneshot/test_OS/real/real_76.jpg,uncertain,real
6.112257,4.903143,/kaggle/input/oneshot/test_OS/real/real_111.jpg,real face,real
24.113266,-15.163553,/kaggle/input/oneshot/test_OS/real/real_8.jpg,uncertain,real
-8.759624,-11.302496,/kaggle/input/oneshot/test_OS/fake/fake_179.jpg,[uncertain],fake
-15.359699,12.790669,/kaggle/input/oneshot/test_OS/fake/fake_152.jpg,uncertain,fake
32.909157,-8.843409,/kaggle/input/oneshot/test_OS/real/real_119.jpg,uncertain,real
6.5150905,8.229888,/kaggle/input/oneshot/test_OS/fake/fake_236.jpg,uncertain,fake
-18.414316,-3.467049,/kaggle/input/oneshot/test_OS/real/real_31.jpg,[uncertain],real
34.96123,-1.8494115,/kaggle/input/oneshot/test_OS/real/real_44.jpg,uncertain,real
13.201667,-14.603401,/kaggle/input/oneshot/test_OS/real/real_62.jpg,[generated],real
4.057474,-30.788847,/kaggle/input/oneshot/test_OS/real/real_15.jpg,[real face],real
-21.910187,20.680964,/kaggle/input/oneshot/test_OS/fake/fake_244.jpg,real face,fake
0.79401565,-34.83605,/kaggle/input/oneshot/test_OS/real/real_90.jpg,[uncertain],real
-5.426968,13.963299,/kaggle/input/oneshot/test_OS/fake/fake_172.jpg,uncertain,fake
-19.481857,16.081766,/kaggle/input/oneshot/test_OS/fake/fake_156.jpg,uncertain,fake
-10.966868,8.817061,/kaggle/input/oneshot/test_OS/real/real_134.jpg,uncertain,real
7.9990954,-4.6369267,/kaggle/input/oneshot/test_OS/real/real_48.jpg,uncertain,real
-13.614204,10.369501,/kaggle/input/oneshot/test_OS/fake/fake_278.jpg,uncertain,fake
14.667846,-2.380288,/kaggle/input/oneshot/test_OS/fake/fake_299.jpg,uncertain,fake
-10.2305565,20.271551,/kaggle/input/oneshot/test_OS/fake/fake_204.jpg,real face,fake
20.724327,16.4741,/kaggle/input/oneshot/test_OS/fake/fake_239.jpg,uncertain,fake
33.855038,8.917818,/kaggle/input/oneshot/test_OS/fake/fake_215.jpg,uncertain,fake
-14.44835,21.58238,/kaggle/input/oneshot/test_OS/fake/fake_195.jpg,uncertain,fake
19.089695,0.27012697,/kaggle/input/oneshot/test_OS/real/real_99.jpg,[generated],real
26.645077,-3.276604,/kaggle/input/oneshot/test_OS/real/real_140.jpg,uncertain,real
-25.180569,11.292181,/kaggle/input/oneshot/test_OS/fake/fake_182.jpg,real face,fake
-24.147125,-12.44637,/kaggle/input/oneshot/test_OS/real/real_30.jpg,[uncertain],real
28.081146,16.724329,/kaggle/input/oneshot/test_OS/fake/fake_237.jpg,uncertain,fake
6.0915956,0.7488164,/kaggle/input/oneshot/test_OS/real/real_39.jpg,uncertain,real
-23.037176,14.759286,/kaggle/input/oneshot/test_OS/real/real_45.jpg,real face,real
-17.273838,-5.5144415,/kaggle/input/oneshot/test_OS/real/real_113.jpg,real face,real
-7.1897407,-13.050147,/kaggle/input/oneshot/test_OS/real/real_78.jpg,[generated],real
-21.883595,0.19355582,/kaggle/input/oneshot/test_OS/real/real_75.jpg,uncertain,real
-17.595068,-13.918378,/kaggle/input/oneshot/test_OS/real/real_35.jpg,[uncertain],real
21.61985,-4.5236106,/kaggle/input/oneshot/test_OS/fake/fake_191.jpg,uncertain,fake
12.17089,-5.335961,/kaggle/input/oneshot/test_OS/real/real_38.jpg,[uncertain],real
-5.059949,-19.988441,/kaggle/input/oneshot/test_OS/fake/fake_254.jpg,[uncertain],fake
-10.129323,3.0762515,/kaggle/input/oneshot/test_OS/real/real_103.jpg,uncertain,real
-3.7298641,3.1213953,/kaggle/input/oneshot/test_OS/real/real_26.jpg,uncertain,real
25.683613,-1.3709427,/kaggle/input/oneshot/test_OS/fake/fake_194.jpg,[uncertain],fake
29.357948,16.715326,/kaggle/input/oneshot/test_OS/fake/fake_275.jpg,uncertain,fake
34.158478,10.596313,/kaggle/input/oneshot/test_OS/real/real_17.jpg,uncertain,real
-11.096954,-2.4180837,/kaggle/input/oneshot/test_OS/fake/fake_174.jpg,[uncertain],fake
12.533357,-9.957978,/kaggle/input/oneshot/test_OS/real/real_19.jpg,uncertain,real
-23.356926,0.16027062,/kaggle/input/oneshot/test_OS/real/real_46.jpg,[uncertain],real
33.92303,-0.32143825,/kaggle/input/oneshot/test_OS/real/real_25.jpg,uncertain,real
-9.528368,21.30782,/kaggle/input/oneshot/test_OS/fake/fake_162.jpg,uncertain,fake
-11.906302,14.982163,/kaggle/input/oneshot/test_OS/fake/fake_188.jpg,uncertain,fake
-12.443482,22.327175,/kaggle/input/oneshot/test_OS/fake/fake_160.jpg,uncertain,fake
25.998013,-5.993123,/kaggle/input/oneshot/test_OS/fake/fake_225.jpg,uncertain,fake
-1.203946,-5.256763,/kaggle/input/oneshot/test_OS/fake/fake_166.jpg,[uncertain],fake
26.548859,15.728855,/kaggle/input/oneshot/test_OS/fake/fake_247.jpg,uncertain,fake
-21.236593,-40.267822,/kaggle/input/oneshot/test_OS/real/real_1.jpg,generated,real
18.249172,-4.8759413,/kaggle/input/oneshot/test_OS/real/real_3.jpg,[uncertain],real
-10.864047,20.76327,/kaggle/input/oneshot/test_OS/fake/fake_159.jpg,uncertain,fake
24.28406,9.172503,/kaggle/input/oneshot/test_OS/real/real_82.jpg,uncertain,real
-9.970149,-9.641754,/kaggle/input/oneshot/test_OS/fake/fake_169.jpg,uncertain,fake
-5.522498,-36.554012,/kaggle/input/oneshot/test_OS/real/real_143.jpg,[uncertain],real
-27.667149,-3.6883872,/kaggle/input/oneshot/test_OS/real/real_116.jpg,[uncertain],real
-14.610927,10.405915,/kaggle/input/oneshot/test_OS/fake/fake_260.jpg,uncertain,fake
35.509502,15.324381,/kaggle/input/oneshot/test_OS/fake/fake_180.jpg,uncertain,fake
